probe	chr	start	end	info	gene	IFAh2	IFAh2cis	IFAh2trans	IFBh2	IFBh2cis	IFBh2trans	rho	
1154693	19	43390644	43390704	AB011117	SIPA1L3	0.251	0.082	0.169	0.084	0.137	-0.053	-0.053	
1158316	19	10894287	10894347	AF055027	CARM1	0.266	-0.052	0.318	0.105	0.090	0.016	-0.023	
1162388	19	8304978	8305241	AF070591	KANK3	0.330	-0.221	0.551	0.096	-0.065	0.161	-0.000	
1170652	19	18122907	18122967	AB011133	MAST3	0.131	0.064	0.067	0.049	0.103	-0.055	-0.034	
1338896	19	40807812	40807872	AB020648	KIAA0841	0.248	-0.178	0.426	0.101	-0.004	0.105	0.006	
1407940	19	53674385	53674445	U59752	PSCD2	0.241	0.286	-0.046	0.070	0.230	-0.160	-0.065	
10000544794	19	46457968	46458028	NM_001699	AXL	0.480	0.080	0.400	-0.092	-0.210	0.118	0.008	
10000544813	19	50188380	50188439	NM_001294	CLPTM1	0.124	0.138	-0.015	0.081	0.114	-0.033	-0.036	
10000544826	19	53825801	53825861	NM_001352	DBP	0.256	-0.084	0.340	0.150	0.097	0.053	0.019	
10000544842	19	56940898	56940958	NM_002029	FPR1	0.323	0.156	0.167					
10000544851	19	39582069	39582349	NM_000175	GPI	0.193	-0.174	0.367	0.083	-0.019	0.102	0.017	
10000544863	19	40248313	40248373	NM_002151	HPN	0.181	-0.067	0.248	-0.021	-0.124	0.102	-0.021	
10000544907	19	53242977	53243037	NM_003706	PLA2G4C	0.508	0.397	0.111	0.761	0.602	0.160	0.479	
10000544929	19	5157519	5157579	NM_002850	PTPRS	0.488	-0.035	0.523	0.026	0.005	0.021	-0.018	
10000544987	19	60337082	60337280	NM_003283	TNNT1	-0.044	0.083	-0.127	0.480	0.430	0.050	0.220	
10000544998	19	50722018	50722078	NM_003370	VASP	0.227	0.176	0.051					
10000545030	19	38562624	38562684	NM_001806	CEBPG	0.192	-0.021	0.214	0.145	0.067	0.078	0.077	
10000545035	19	7934278	7934338	NM_001419	ELAVL1	0.225	0.071	0.154	0.207	0.088	0.119	0.012	
10000545046	19	12719814	12719874	NM_004317	ASNA1	0.240	0.084	0.155	-0.044	-0.000	-0.044	-0.077	
10000545092	19	53674215	53674275	NM_004228	PSCD2	0.089	0.008	0.081	0.014	0.103	-0.089	-0.051	
10000545104	19	53787817	53787877	NM_004605	SULT2B1	0.180	0.079	0.101	-0.077	-0.013	-0.064	0.056	
10000545155	19	14380632	14380692	NM_005804	DDX39	0.464	0.072	0.392	0.132	-0.067	0.198	0.003	
10000545171	19	51970331	51970391	NM_005628	SLC1A5	0.245	-0.097	0.341	0.091	0.014	0.077	0.043	
10000545185	19	19117377	19117432	NM_005919	MEF2B	0.415	0.024	0.392	0.199	0.065	0.134	-0.075	
10000545186	19	6164407	6164784	NM_005934	MLLT1	-0.025	-0.048	0.022	-0.010	0.059	-0.069	0.044	
10000545197	19	11426011	11426071	NM_001420	ELAVL3	0.035	0.070	-0.035	0.070	0.081	-0.012	-0.053	
10000545240	19	18546926	18546986	NM_003333	UBA52	0.561	0.439	0.121					
10000545248	19	51805467	51805527	NM_005184	CALM3	0.191	0.118	0.074	0.041	-0.004	0.044	-0.057	
10000545258	19	34798389	34798449	NM_006627	Rpp29	0.309	-0.115	0.424	0.158	0.053	0.105	-0.011	
10000545270	19	16870256	16870316	NM_003950	KIAA1283	0.193	-0.062	0.255	-0.025	0.018	-0.044	-0.023	
10000545299	19	4394141	4394201	NM_005483	CHAF1A	0.373	0.501	-0.128	0.512	0.053	0.459	0.295	
10000545343	19	7897613	7897673	NM_006351	TIMM44	0.393	0.277	0.116	0.275	0.122	0.153	0.231	
10000545347	19	52196412	52196472	NM_004491	GRLF1	0.189	-0.263	0.452	0.106	0.101	0.005	0.001	
10000545351	19	37770060	37770120	NM_004708	TFAR19	0.438	0.191	0.247	0.159	0.177	-0.018	0.191	
10000545378	19	47776312	47776372	NM_001816	CEACAM8	0.127	0.185	-0.059	0.431	-0.015	0.446	0.216	
10000545398	19	56807161	56807221	NM_003830	SIGLEC5	0.344	0.201	0.142	0.530	0.544	-0.013	0.380	
10000545416	19	17374755	17374815	NM_004335	BST2	0.306	0.188	0.118	0.089	0.068	0.021	0.292	
10000545420	19	56153905	56153965	NM_002774	KLK6	0.231	-0.113	0.344	0.098	-0.031	0.129	-0.091	
10000545427	19	41061631	41061691	NM_005166	APLP1	0.100	0.039	0.062	0.249	-0.231	0.480	-0.008	
10000545443	19	8459720	8459780	NM_005968	HNRPM	0.025	-0.122	0.147	0.139	0.069	0.070	-0.002	
10000545450	19	54830369	54830429	NM_006270	RRAS	0.276	-0.006	0.282	0.195	0.045	0.150	-0.027	
10000545496	19	5871913	5871973	NM_007321	RANBP3	0.404	0.136	0.269	-0.085	-0.099	0.014	-0.017	
10000545503	19	59871425	59871485	NM_006847	LILRB4	0.266	0.045	0.221	0.394	0.315	0.079	0.095	
10000545542	19	56055319	56055379	NM_001648	KLK3	0.071	0.074	-0.003	0.068	0.170	-0.102	0.002	
10000545587	19	807064	807124	NM_001972	ELA2	0.097	0.129	-0.032	0.396	0.222	0.174	0.066	
10000545595	19	56965013	56965073	NM_001462	FPRL1	0.232	0.028	0.204	0.379	0.432	-0.053	0.158	
10000545601	19	50877468	50877528	NM_000164	GIPR	0.102	0.149	-0.048	-0.001	-0.136	0.135	-0.046	
10000545627	19	48962527	48962587	NM_002250	KCNN4	0.288	0.032	0.255	0.556	0.259	0.296	0.140	
10000545660	19	1039168	1039228	NM_002695	POLR2E	0.254	0.117	0.137	0.299	0.092	0.207	0.034	
10000545702	19	52979694	52979751	NM_003009	SEPW1	0.484	0.518	-0.035	0.051	0.378	-0.327	0.168	
10000545720	19	44659026	44659086	NM_003169	SUPT5H	0.400	-0.257	0.656	0.084	0.257	-0.173	-0.060	
10000545729	19	2948642	2948702	NM_003260	TLE2	0.161	-0.111	0.272	0.473	0.099	0.374	0.074	
10000545732	19	6537029	6537089	NM_001252	CD70	0.320	-0.041	0.361	0.005	-0.023	0.028	0.081	
10000545739	19	41087275	41087335	NM_003332	TYROBP	0.239	0.037	0.202	0.176	0.189	-0.013	-0.003	
10000545772	19	10257970	10258023	NM_000201	ICAM1	0.498	0.266	0.232	0.214	0.068	0.146	-0.118	
10000545781	19	6891304	6891364	NM_001974	EMR1	0.043	-0.109	0.151	0.695	0.184	0.511	-0.028	
10000545804	19	19223488	19223548	NM_004386	NCAN	0.040	0.114	-0.074	0.102	0.139	-0.036	0.017	
10000545818	19	44510842	44510905	NM_004877	GMFG	0.255	0.020	0.235					
10000545823	19	18903189	18903346	NM_004838	HOMER3	0.198	-0.155	0.353	0.099	-0.034	0.133	0.001	
10000545882	19	51214355	51214415	NM_005091	PGLYRP1	0.225	0.158	0.067	0.331	0.227	0.105	-0.084	
10000545916	19	50680866	50681191	NM_005619	RTN2	0.075	0.141	-0.066	0.060	-0.023	0.083	0.011	
10000545963	19	3530017	3530077	NM_006339	HMG20B	0.077	0.038	0.040	0.178	0.018	0.160	0.044	
10000545968	19	49207167	49207227	NM_006300	ZNF230	0.462	0.325	0.138	0.191	0.266	-0.074	0.166	
10000545983	19	60376320	60376380	NM_003180	SYT5	0.373	-0.219	0.592	0.093	0.149	-0.055	-0.102	
10000546085	19	16105363	16105423	NM_005370	RAB8A	0.366	0.096	0.270	0.202	-0.025	0.227	0.128	
10000546093	19	3004415	3004475	NM_001130	AK095154	0.244	-0.008	0.251	-0.002	-0.027	0.025	-0.028	
10000546102	19	10544439	10544499	NM_005498	AP1M2	0.368	0.220	0.148	0.131	0.142	-0.011	-0.046	
10000546137	19	40837311	40837370	NM_001863	COX6B1	0.074	-0.016	0.090	0.141	0.218	-0.077	0.056	
10000546142	19	59446256	59446316	NM_006840	LILRB5	0.359	0.095	0.264	0.306	0.238	0.068	-0.025	
10000546145	19	45432804	45432864	NM_001626	AKT2	0.119	0.142	-0.023	-0.061	-0.146	0.085	-0.033	
10000546148	19	12894299	12894359	NM_004461	FARSA	0.150	0.149	0.002	0.104	0.123	-0.019	0.011	
10000546158	19	56715096	56715157	NM_001245	SIGLEC6	-0.031	0.116	-0.147	-0.008	0.011	-0.020	-0.018	
10000546160	19	48205961	48206021	NM_002785	PSG6	0.054	0.224	-0.169	0.034	-0.131	0.165	-0.030	
10000546169	19	12647549	12647609	NM_001930	MORG1	0.252	0.072	0.181	0.076	-0.013	0.089	0.012	
10000546180	19	56171553	56171613	NM_005046	KLK7	0.187	0.415	-0.227	0.008	0.058	-0.050	0.003	
10000546195	19	40633388	40633448	NM_005306	FFAR2	0.218	-0.041	0.258	0.065	0.112	-0.047	-0.030	
10000546250	19	5868045	5868105	NM_007322	RANBP3	0.001	-0.043	0.045	-0.021	0.116	-0.137	0.013	
10000546265	19	18592600	18592660	NM_012109	TMEM59L	0.116	0.127	-0.011	0.180	0.010	0.170	-0.036	
10000546276	19	60051281	60051341	NM_012313	KIR-K61	0.148	-0.127	0.275	0.230	-0.032	0.262	0.034	
10000546278	19	10664014	10664074	NM_012218	ILF3	0.210	-0.159	0.369	0.172	0.110	0.062	-0.017	
10000546319	19	10538259	10538319	NM_001800	CDKN2D	0.351	-0.101	0.452					
10000546321	19	1224105	1224166	NM_001280	CIRBP	0.208	0.060	0.148	0.135	0.108	0.027	0.208	
10000546345	19	3927194	3927254	NM_001961	EEF2	0.313	0.202	0.111					
10000546351	19	45019034	45019079	NM_001436	FBL	0.126	-0.037	0.162	0.146	-0.007	0.153	0.001	
10000546354	19	54675667	54681121	NM_001459	FLT3LG	0.238	-0.020	0.258	-0.071	-0.044	-0.027	0.005	
10000546356	19	53943216	53943276	NM_000148	FUT1	0.194	0.325	-0.131	0.064	0.011	0.053	-0.015	
10000546430	19	14063527	14063587	NM_002730	PRKACA	0.139	0.041	0.098	0.057	-0.045	0.102	0.018	
10000546431	19	14443455	14443515	NM_002741	PKN1	0.230	-0.055	0.286	0.043	0.100	-0.057	-0.021	
10000546442	19	60384521	60384581	NM_002842	PTPRH	0.290	-0.281	0.572	0.035	0.133	-0.098	-0.005	
10000546450	19	18838352	18838412	NM_002911	UPF1	0.304	-0.038	0.342	0.175	-0.120	0.295	-0.007	
10000546490	19	3546528	3546588	NM_001060	TBXA2R	0.191	-0.030	0.221	0.174	0.103	0.071	-0.065	
10000546530	19	53310978	53311035	NM_000234	LIG1	0.433	0.125	0.309	0.078	-0.076	0.155	-0.061	
10000546547	19	814268	814328	NM_001928	CFD	0.362	0.188	0.174	0.680	0.498	0.182	-0.042	
10000546548	19	56545400	56545460	NM_001985	ETFB	0.163	0.248	-0.086	0.131	0.101	0.030	-0.012	
10000546628	19	55510586	55510646	NM_004977	KCNC3	0.248	0.011	0.237	0.126	-0.034	0.160	-0.051	
10000546660	19	49304257	49304317	NM_005774	ZNF224	0.359	-0.123	0.482	0.262	0.030	0.232	-0.013	
10000546681	19	4789932	4789992	NM_005817	M6PRBP1	0.382	-0.041	0.423	0.035	-0.005	0.040	-0.012	
10000546699	19	50111393	50114300	NM_001645	APOC1	0.137	-0.101	0.238	-0.020	-0.053	0.033	0.004	
10000546761	19	7532587	7532647	NM_006702	PNPLA6	0.283	0.050	0.233	-0.038	0.099	-0.137	-0.004	
10000546764	19	50574775	50574835	NM_006663	PPP1R13L	-0.004	-0.093	0.089	0.151	0.120	0.031	0.025	
10000546766	19	40223129	40223189	NM_001037	SCN1B	0.305	-0.009	0.314	0.311	0.046	0.265	0.024	
10000546776	19	45045810	45045870	NM_003890	FCGBP	0.166	-0.015	0.180	0.685	0.322	0.363	-0.120	
10000546803	19	5642845	5642905	NM_004793	LONP1	0.564	0.203	0.361	0.364	0.057	0.308	0.208	
10000546819	19	43984238	43984298	NM_006149	LGALS4	0.307	0.007	0.300	0.513	0.082	0.431	0.333	
10000546838	19	44913840	44913900	NM_001828	CLC	0.197	-0.025	0.222	0.418	0.182	0.236	0.057	
10000546938	19	50785080	50785140	NM_005282	GPR4	0.131	0.019	0.112	-0.011	0.056	-0.066	-0.032	
10000546993	19	60877194	60877254	NM_007279	U2AF2	0.340	0.172	0.168	0.114	-0.023	0.137	-0.052	
10000547009	19	55056518	55056578	NM_007254	PNKP	0.092	0.224	-0.133	0.174	0.174	-0.000	0.060	
10000547046	19	56192902	56192954	NM_007196	UNQ283	0.121	0.017	0.104	0.056	-0.118	0.174	-0.002	
10000547068	19	53833085	53833145	NM_001217	D87947	0.338	0.239	0.099	0.076	-0.094	0.170	0.163	
10000547074	19	40529643	40529704	NM_001771	CD22	0.288	0.417	-0.130	0.085	0.053	0.033	-0.079	
10000547082	19	41308508	41308568	NM_001281	TBCB	0.145	-0.111	0.256	0.258	0.076	0.182	-0.004	
10000547114	19	5794043	5794103	NM_000149	FUT3	0.346	0.127	0.219	0.462	0.100	0.362	0.528	
10000547142	19	12765003	12765063	NM_002229	JUNB	0.350	0.158	0.192					
10000547149	19	45827502	45827562	NM_003573	LTBP4	0.179	-0.148	0.328	0.046	0.041	0.005	0.058	
10000547192	19	763082	763142	NM_002819	PTBP1	0.314	0.218	0.096	0.237	0.148	0.089	-0.005	
10000547225	19	2706220	2706280	NM_003021	SGTA	0.393	-0.079	0.472	0.162	0.188	-0.027	-0.051	
10000547279	19	6631205	6631265	NM_000064	C3	0.277	0.072	0.205	0.077	0.209	-0.132	-0.007	
10000547288	19	15131488	15131548	NM_000435	NOTCH3	0.196	-0.014	0.210	0.225	0.008	0.217	-0.029	
10000547322	19	16547885	16547945	NM_004831	MED26	0.172	0.092	0.080	0.019	0.181	-0.161	0.012	
10000547340	19	51068020	51068080	NM_004497	FOXA3	0.199	0.114	0.085	0.263	-0.040	0.304	-0.068	
10000547347	19	55659435	55659495	NM_004533	MYBPC2	0.061	-0.174	0.235	0.042	0.003	0.039	-0.004	
10000547348	19	59301076	59301247	NM_004542	NDUFA3	0.411	0.249	0.162	0.115	0.367	-0.252	0.074	
10000547355	19	18360910	18360970	NM_004864	GDF15	0.096	0.117	-0.021	0.166	0.127	0.039	-0.048	
10000547366	19	45963068	45963128	NM_004596	SNRPA	0.265	-0.045	0.310	0.103	0.067	0.037	-0.090	
10000547378	19	54349051	54349111	NM_002152	HRC	0.190	0.208	-0.018	-0.059	-0.281	0.222	-0.077	
10000547391	19	40322873	40323373	NM_005031	LGI4	0.319	-0.130	0.449	0.099	-0.029	0.128	0.012	
10000547393	19	12925395	12925455	NM_005053	RAD23A	-0.020	-0.254	0.234	0.002	0.089	-0.087	-0.017	
10000547406	19	18251569	18251629	NM_005354	JUND	0.184	-0.115	0.299					
10000547408	19	6703425	6703485	NM_005490	SH2D3A	0.078	0.213	-0.135	0.018	0.017	0.001	-0.004	
10000547421	19	14449573	14449633	NM_005716	GIPC1	0.137	-0.021	0.157	0.096	0.055	0.040	-0.005	
10000547457	19	50144492	50144552	NM_000483	APOC2	0.246	0.276	-0.029	0.074	0.056	0.018	-0.076	
10000547498	19	40462348	40462407	NM_003367	USF2	0.176	-0.013	0.189	-0.007	0.340	-0.347	-0.001	
10000547518	19	45178997	45179057	NM_006503	PSMC4	0.333	0.039	0.294	0.069	0.040	0.029	-0.034	
10000547579	19	52682722	52682782	NM_003827	NAPA	0.034	-0.098	0.132	0.047	-0.104	0.151	-0.004	
10000547594	19	11546488	11546548	NM_001611	BC039523	0.230	0.038	0.193	0.699	0.483	0.216	0.069	
10000547661	19	50670019	50670079	NM_006732	FOSB	-0.022	-0.048	0.026	0.197	0.008	0.189	-0.036	
10000547685	19	19596280	19596340	NM_004720	LPAR2	0.280	-0.109	0.389	0.198	0.054	0.144	-0.027	
10000547722	19	47076625	47076813	NM_001783	CD79A	0.122	-0.097	0.218	0.303	-0.263	0.566	-0.036	
10000547732	19	52670219	52670279	NM_007059	KPTN	0.116	-0.019	0.135	0.080	-0.049	0.129	-0.068	
10000547751	19	41421338	41421398	NM_007145	ZNF146	0.239	-0.068	0.306	-0.045	0.047	-0.092	0.033	
10000547766	19	59790768	59790828	NM_006866	LILRA2	0.306	0.308	-0.003					
10000547779	19	50804671	50804731	NM_012155	EML2	0.162	0.023	0.139	0.122	0.196	-0.074	0.058	
10000547781	19	24137139	24137199	NM_012206	LOC100101266	0.072	0.048	0.024	0.064	-0.002	0.066	0.004	
10000547804	19	21945343	21945866	NM_007153	ZNF208	0.196	-0.086	0.282	0.161	0.082	0.079	-0.011	
10000547898	19	6364432	6364492	NM_003685	KHSRP	0.204	-0.151	0.355					
10000547912	19	13066447	13066506	NM_002501	NFIX	0.382	-0.090	0.472	0.093	0.019	0.074	-0.065	
10000547946	19	51815709	51815769	NM_000960	PTGIR	0.156	0.181	-0.024	0.371	0.189	0.181	0.117	
10000547958	19	19169000	19169060	NM_003721	RFXANK	0.127	0.061	0.066	0.071	0.079	-0.008	-0.020	
10000548022	19	12160315	12160375	NM_003437	ZNF136	0.006	-0.108	0.114	0.143	0.251	-0.108	-0.015	
10000548036	19	17798223	17798282	NM_000215	JAK3	0.210	-0.103	0.313	0.219	0.078	0.140	0.094	
10000548045	19	7067918	7067978	NM_000208	INSR	0.495	0.417	0.078	0.202	0.182	0.020	0.082	
10000548062	19	54854721	54854781	NM_001571	IRF3	0.088	0.012	0.076	0.039	0.167	-0.128	0.038	
10000548093	19	24102888	24102948	NM_004876	ZNF254	0.159	0.042	0.117	0.074	-0.009	0.083	0.071	
10000548102	19	17184950	17185010	NM_004145	MYO9B	0.256	-0.093	0.349	0.126	0.112	0.014	0.041	
10000548104	19	41009021	41009081	NM_004646	NPHS1	0.224	-0.071	0.295	0.020	0.024	-0.004	-0.062	
10000548171	19	4188323	4188383	NM_005755	EBI3	0.202	0.005	0.197	0.167	0.069	0.098	0.006	
10000548204	19	40305567	40306021	NM_005971	FXYD3	0.061	-0.040	0.100	0.005	-0.076	0.081	-0.008	
10000548225	19	9821209	9821269	NM_006221	PIN1	0.176	-0.021	0.197	0.105	0.120	-0.016	-0.019	
10000548230	19	12785161	12785221	NM_006397	RNASEH2A	0.127	-0.028	0.155	0.117	0.135	-0.018	0.089	
10000548255	19	47166201	47166261	NM_000703	ATP1A3	0.136	0.147	-0.011	0.045	0.062	-0.017	-0.059	
10000548261	19	18415691	18415751	NM_006532	ELL	0.455	-0.009	0.464	0.110	-0.067	0.177	0.111	
10000548295	19	53579298	53579351	NM_006801	KDELR1	0.101	-0.279	0.380	0.004	0.055	-0.052	0.007	
10000548300	19	1550421	1550481	NM_006830	UQCR	0.171	0.154	0.017	0.141	0.061	0.080	0.067	
10000548307	19	12768711	12768771	NM_005809	PRDX2	0.312	0.020	0.293	0.101	0.132	-0.031	0.022	
10000548309	19	15325354	15325414	NM_005858	AKAP8	0.278	-0.001	0.279	0.004	-0.001	0.004	0.169	
10000548318	19	1057248	1057441	NM_002085	GPX4	0.099	0.026	0.073	0.344	0.103	0.241	-0.016	
10000548394	19	17970870	17970930	NM_002248	KCNN1	0.118	0.029	0.089	0.059	-0.083	0.142	0.018	
10000548401	19	54076037	54076097	NM_003323	TULP2	0.471	0.321	0.149	0.317	0.273	0.045	0.234	
10000548420	19	6319849	6319909	NM_006012	CLPP	-0.026	0.042	-0.068	0.132	0.018	0.114	0.021	
10000548432	19	56209860	56209920	NM_002776	KLK10	0.028	0.346	-0.318	0.043	-0.062	0.105	0.036	
10000548435	19	44361697	44361757	NM_005884	PAK4	0.064	0.115	-0.050	0.068	0.257	-0.189	-0.043	
10000548506	19	59493837	59493897	NM_006865	LILRA3	0.163	0.092	0.071	0.590	0.503	0.087	0.110	
10000548552	19	53990203	53990263	NM_001190	BCAT2	0.252	0.018	0.234	0.098	0.056	0.042	0.030	
10000548570	19	50501657	50501717	NM_001824	CKM	0.315	0.009	0.306	0.234	0.074	0.160	-0.059	
10000548599	19	5816836	5816896	NM_002034	FUT5	0.119	-0.107	0.226	0.124	-0.023	0.147	0.027	
10000548609	19	6330985	6331045	NM_002096	GTF2F1	0.514	-0.113	0.627	0.205	0.071	0.135	-0.071	
10000548632	19	59711034	59711094	NM_002288	LAIR-2	0.406	0.167	0.239	0.701	0.365	0.335	0.530	
10000548649	19	47496219	47496279	NM_002573	PAFAH1B3	0.455	0.022	0.433	0.035	-0.080	0.114	0.046	
10000548665	19	232070	232130	NM_003712	PPAP2C	0.598	0.306	0.292	0.766	0.345	0.421	0.390	
10000548712	19	17865781	17865841	NM_000453	SLC5A5	0.341	0.196	0.145	-0.025	-0.172	0.147	-0.083	
10000548714	19	11033565	11033625	NM_003072	SMARCA4	0.201	-0.197	0.398	0.162	0.159	0.004	-0.082	
10000548719	19	55623908	55623968	NM_003121	SPIB	0.128	0.022	0.105	0.315	0.217	0.098	0.037	
10000548764	19	11349476	11349536	NM_000121	FLJ00153	0.311	0.094	0.217	0.346	0.249	0.097	-0.041	
10000548827	19	10657343	10657403	NM_004516	ILF3	0.209	-0.133	0.342	0.049	0.145	-0.097	0.078	
10000548843	19	11308955	11309015	NM_004283	RAB3D	0.205	-0.000	0.205	-0.106	-0.035	-0.071	-0.036	
10000548865	19	10803516	10803568	NM_004945	DNM2	0.071	-0.092	0.163	-0.072	0.123	-0.195	-0.024	
10000548880	19	14925946	14926001	NM_005071	SLC1A6	0.114	0.069	0.045	-0.166	-0.010	-0.156	-0.037	
10000548953	19	18149867	18149927	NM_006332	PIK3R2	0.267	0.080	0.187	0.366	0.071	0.295	0.133	
10000548982	19	56567503	56567563	NM_005601	NKG7	0.269	-0.137	0.406	0.388	0.061	0.327	0.065	
10000548995	19	47444070	47444130	NM_006494	ERF	0.443	0.186	0.257	0.215	-0.075	0.290	-0.100	
10000549006	19	50233238	50233475	NM_006509	RELB	0.351	0.231	0.120	0.352	0.142	0.210	0.270	
10000549134	19	46784378	46784757	NM_001815	UNQ3098	0.083	0.150	-0.067	0.406	0.303	0.102	-0.055	
10000549135	19	47703343	47703403	NM_001712	CEACAM1	0.266	-0.048	0.314	0.265	-0.031	0.297	0.075	
10000549136	19	51585860	51585920	NM_006247	PPP5C	0.260	0.076	0.183	0.314	0.218	0.096	0.102	
10000549175	19	798806	798866	NM_002777	PRTN3	0.211	0.112	0.099	0.008	-0.108	0.116	-0.047	
10000549199	19	10440730	10440790	NM_006202	PDE4A	0.094	0.010	0.085	0.160	0.084	0.076	0.076	
10000549201	19	41296956	41297103	NM_006233	POLR2I	0.034	-0.134	0.168	0.105	0.079	0.026	0.044	
10000549233	19	15601381	15601441	NM_007253	CYP4F8	0.297	0.099	0.198	0.067	-0.149	0.216	-0.073	
10000549243	19	56784648	56784708	NM_007147	ZNF175	0.233	0.385	-0.153	0.426	-0.140	0.566	0.137	
10000549292	19	56217516	56217576	NM_006853	KLK11	0.126	0.184	-0.058	-0.093	-0.061	-0.032	0.015	
10000549313	19	41333026	41333087	NM_001749	CAPNS1	-0.016	0.036	-0.053	0.159	-0.015	0.174	-0.065	
10000549327	19	11521710	11521770	NM_001299	CNN1	0.064	-0.020	0.083	0.061	-0.147	0.208	-0.028	
10000549344	19	43997910	43997970	NM_001398	ECH1	0.308	-0.001	0.309	0.129	-0.039	0.169	0.029	
10000549347	19	53522587	53522644	NM_001425	EMP3	0.243	-0.046	0.288	0.037	0.127	-0.090	0.022	
10000549355	19	5781914	5781974	NM_000150	FUT6	-0.190	-0.250	0.060	0.087	0.113	-0.026	0.077	
10000549369	19	54163217	54163277	NM_002103	GYS1	0.305	0.053	0.252	0.119	0.098	0.022	0.032	
10000549389	19	60017672	60017732	NM_002255	KIR3DL1	0.071	0.128	-0.056	0.243	0.045	0.198	-0.062	
10000549427	19	47287010	47287070	NM_002698	POU2F2	0.309	-0.013	0.322	0.206	-0.057	0.263	0.051	
10000549446	19	18168610	18168670	NM_002866	RAB3A	0.013	0.101	-0.088	0.100	0.004	0.096	0.030	
10000549482	19	54303582	54303642	NM_003089	SNRP70	0.330	-0.005	0.335	0.198	0.041	0.157	0.050	
10000549490	19	53069723	53069773	NM_003167	SULT2A1	-0.108	0.110	-0.218	0.099	0.077	0.022	0.002	
10000549506	19	10322294	10322354	NM_003331	TYK2	0.094	0.079	0.015	0.144	-0.102	0.246	-0.043	
10000549516	19	42062144	42062204	NM_003419	ZNF345	0.377	0.011	0.365	0.223	-0.080	0.303	-0.025	
10000549518	19	9353724	9353784	NM_003451	ZNF177	0.476	-0.043	0.518	0.540	-0.009	0.549	0.268	
10000549538	19	38569722	38569782	NM_000285	PEPD	0.645	0.504	0.141	0.316	0.203	0.112	0.236	
10000549580	19	54721328	54721388	NM_004107	FCGRT	0.314	0.020	0.294	0.117	0.104	0.013	-0.002	
10000549582	19	57019722	57019782	NM_002030	FPRL2	0.133	0.050	0.083	0.069	-0.086	0.155	0.046	
10000549635	19	8282275	8282335	NM_005001	NDUFA7	0.049	0.094	-0.045	0.223	0.078	0.144	0.142	
10000549649	19	923664	923724	NM_005224	ARID3A	0.425	-0.056	0.481	0.388	0.199	0.189	0.082	
10000549730	19	48739371	48739431	NM_006297	XRCC1	0.846	0.314	0.533	0.717	0.404	0.313	0.732	
10000549757	19	45974788	45975165	NM_006533	RAB4B	0.098	-0.005	0.103	0.120	-0.094	0.214	0.123	
10000549758	19	49858621	49858681	NM_006505	PVR	0.399	0.123	0.276	0.455	0.241	0.214	0.089	
10000549775	19	13116229	13116289	NM_003765	STX10	0.193	0.045	0.149	-0.016	-0.085	0.069	-0.019	
10000549834	19	5867168	5867228	NM_003624	RANBP3	0.119	0.089	0.030	0.015	0.086	-0.071	0.067	
10000549836	19	2051994	2052054	NM_003938	AP3D1	0.171	-0.097	0.268					
10000549839	19	50965130	50965190	NM_004409	DMPK	0.439	0.292	0.147	0.237	0.075	0.162	0.118	
10000549875	19	46817570	46817904	NM_001817	CEACAM4	-0.075	0.203	-0.278	0.137	0.100	0.037	-0.029	
10000549876	19	46961993	46962047	NM_002483	CEACAM6	0.662	-0.134	0.796	-0.026	-0.115	0.089	-0.025	
10000549879	19	59470131	59470173	NM_005874	LILRB2	0.299	0.264	0.035	0.319	0.296	0.022	0.156	
10000549904	19	50887217	50887277	NM_004597	SNRPD2	-0.027	0.033	-0.060	0.086	-0.098	0.185	-0.006	
10000549907	19	56908183	56908243	NM_001523	HAS1	0.006	0.223	-0.216	0.313	0.246	0.067	-0.066	
10000549911	19	56101419	56101479	NM_004917	KLK4	0.111	0.217	-0.106	0.003	0.199	-0.196	0.072	
10000549933	19	56072008	56072068	NM_005551	KLK2	0.221	-0.031	0.252	0.199	-0.047	0.245	-0.028	
10000549941	19	48845097	48848238	NM_002659	PLAUR	0.133	0.123	0.010	0.066	-0.090	0.156	0.040	
10000549981	19	50265985	50266045	NM_007056	SWAP2	0.332	-0.251	0.583	-0.019	-0.027	0.008	0.080	
